105/10/25,0,0,---,---,---,---,---,0
105/10/26,1000,1160,1.16,1.16,1.16,1.16,0.00,1
105/10/27,0,0,---,---,---,---,---,0
105/10/28,127000,154650,1.20,1.23,1.20,1.23,+0.06,4
105/10/31,134000,160700,1.20,1.20,1.19,1.20,-0.03,5
105/11/01,11000,12890,1.19,1.19,1.17,1.17,-0.03,2
105/11/02,152000,180880,1.19,1.19,1.19,1.19,+0.02,4
105/11/03,374000,443300,1.17,1.20,1.16,1.20,+0.01,9
105/11/04,476000,597880,1.22,1.30,1.22,1.29,+0.09,20
105/11/07,132000,167520,1.26,1.31,1.26,1.31,+0.02,5
105/11/08,49000,65510,1.34,1.35,1.32,1.33,+0.02,6
105/11/09,183000,250080,1.28,1.37,1.28,1.37,+0.04,4
105/11/10,290000,382270,1.33,1.33,1.28,1.28,-0.09,4
