105/08/24,38000,67200,1.81,1.81,1.70,1.70,-0.08,8
105/08/25,25000,42000,1.71,1.71,1.65,1.65,-0.05,7
105/08/26,1000,1620,1.62,1.62,1.62,1.62,-0.03,1
105/08/29,31000,46950,1.66,1.66,1.48,1.48,-0.14,6
105/08/30,85000,107800,1.36,1.36,1.13,1.17,-0.31,11
105/08/31,8000,9260,1.12,1.32,1.12,1.17,0.00,3
105/09/01,20000,24070,1.23,1.26,1.13,1.13,-0.04,9
105/09/02,34000,30450,1.08,1.08,0.81,0.81,-0.32,9
105/09/05,12000,10520,0.87,0.91,0.87,0.91,+0.10,2
105/09/06,25000,22390,0.80,0.99,0.80,0.96,+0.05,7
105/09/07,34000,35190,0.96,1.09,0.96,1.05,+0.09,3
105/09/08,2000,2100,1.05,1.05,1.05,1.05,0.00,1
105/09/09,3000,3130,1.05,1.05,1.03,1.03,-0.02,3
105/09/10,0,0,---,---,---,---,---,0
105/09/12,20000,18600,0.93,0.93,0.93,0.93,-0.10,1
105/09/13,34000,25280,0.72,0.80,0.72,0.80,-0.13,3
105/09/14,1000,940,0.94,0.94,0.94,0.94,+0.14,1
105/09/19,1000,1000,1.00,1.00,1.00,1.00,+0.06,1
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,2000,1740,0.87,0.87,0.87,0.87,-0.12,1
105/09/23,40000,36000,0.90,0.90,0.90,0.90,+0.03,1
105/09/26,0,0,---,---,---,---,---,0
105/09/29,4000,3600,0.90,0.90,0.90,0.90,0.00,2
105/09/30,50000,58190,1.00,1.22,1.00,1.22,+0.32,14
105/10/03,61000,92490,1.40,1.55,1.40,1.53,+0.31,7
105/10/04,31000,42280,1.38,1.48,1.34,1.48,-0.05,10
105/10/05,4000,6190,1.57,1.57,1.48,1.48,0.00,3
105/10/06,3000,3840,1.28,1.28,1.28,1.28,-0.20,1
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
