105/08/24,50000,51500,1.03,1.03,1.03,1.03,-0.07,2
105/08/25,0,0,---,---,---,---,---,0
105/08/26,5000,5100,1.02,1.02,1.02,1.02,0.00,1
105/08/29,301000,324960,1.07,1.09,1.07,1.09,+0.07,4
105/08/30,203000,220320,1.09,1.09,1.04,1.04,-0.05,3
105/08/31,29000,30160,1.04,1.04,1.04,1.04,0.00,1
105/09/01,29000,30450,1.05,1.05,1.05,1.05,+0.01,1
105/09/02,0,0,---,---,---,---,---,0
105/09/05,10000,9300,0.93,0.93,0.93,0.93,+0.01,1
105/09/06,10000,9500,0.95,0.95,0.95,0.95,+0.02,1
105/09/07,235000,237570,1.01,1.02,1.01,1.02,+0.07,12
105/09/08,319000,316290,1.02,1.02,0.98,0.98,-0.04,11
105/09/09,82000,78720,0.96,0.96,0.96,0.96,-0.02,3
105/09/10,0,0,---,---,---,---,---,0
105/09/12,50000,44400,0.90,0.90,0.86,0.86,-0.05,3
105/09/13,0,0,---,---,---,---,---,0
105/09/14,22000,18020,0.82,0.82,0.81,0.81,-0.05,2
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,377000,327450,0.85,0.87,0.85,0.87,+0.05,5
105/09/22,417000,389080,0.94,0.94,0.88,0.88,+0.01,6
105/09/23,0,0,---,---,---,---,---,0
105/09/26,70000,56700,0.81,0.81,0.81,0.81,-0.06,1
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,100000,69000,0.69,0.69,0.69,0.69,-0.02,1
105/10/13,98000,63700,0.65,0.65,0.65,0.65,-0.04,1
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,160000,110700,0.72,0.72,0.69,0.69,0.00,2
105/10/21,150000,102000,0.68,0.68,0.68,0.68,-0.01,1
105/10/24,100000,69000,0.69,0.69,0.69,0.69,+0.01,1
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,120000,70800,0.59,0.59,0.59,0.59,0.00,1
105/11/02,2000,1060,0.53,0.53,0.53,0.53,-0.06,1
105/11/03,10000,5100,0.51,0.51,0.51,0.51,-0.02,1
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,100000,30000,0.30,0.30,0.30,0.30,0.00,1
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
