105/11/17,0,0,---,---,---,---,---,0
105/11/18,95000,79800,0.84,0.84,0.84,0.84,+0.06,1
105/11/21,132000,110720,0.85,0.85,0.81,0.81,-0.03,3
105/11/22,72000,61290,0.87,0.87,0.84,0.84,+0.03,5
105/11/23,372000,326740,0.85,0.92,0.85,0.86,+0.02,11
105/11/24,164000,146400,0.88,0.90,0.88,0.88,+0.02,4
105/11/25,50000,41000,0.82,0.82,0.82,0.82,-0.06,3
105/11/28,59000,48090,0.82,0.82,0.81,0.81,-0.01,4
105/11/29,10000,8000,0.80,0.80,0.80,0.80,-0.01,1
105/11/30,0,0,---,---,---,---,---,0
105/12/01,167000,131210,0.78,0.85,0.78,0.85,+0.08,6
105/12/02,157000,125400,0.80,0.80,0.78,0.78,-0.07,5
105/12/05,4000,3080,0.77,0.77,0.77,0.77,-0.01,1
105/12/06,10000,7300,0.73,0.73,0.73,0.73,-0.04,2
105/12/07,10000,6700,0.67,0.67,0.67,0.67,-0.06,1
105/12/08,0,0,---,---,---,---,---,0
105/12/09,353000,278110,0.77,0.85,0.76,0.80,+0.12,16
105/12/12,417000,329630,0.81,0.81,0.75,0.75,-0.05,12
105/12/13,204000,142260,0.73,0.73,0.69,0.69,-0.06,7
105/12/14,30000,21400,0.72,0.72,0.71,0.71,+0.02,2
105/12/15,74000,49640,0.71,0.71,0.67,0.69,-0.02,4
105/12/16,63000,42230,0.67,0.69,0.67,0.69,0.00,2
105/12/19,0,0,---,---,---,---,---,0
105/12/20,622000,513270,0.70,0.98,0.70,0.85,+0.17,35
105/12/21,1177000,1168420,0.91,1.13,0.89,1.06,+0.21,55
105/12/22,691000,726500,1.03,1.10,0.98,0.99,-0.07,37
105/12/23,1120000,1227440,1.05,1.17,1.00,1.02,+0.03,48
