105/08/24,4000,57800,14.35,14.50,14.35,14.50,-0.05,4
105/08/25,16000,237350,14.70,15.15,14.70,14.90,+0.40,12
105/08/26,16000,241850,14.95,15.40,14.90,15.30,+0.40,15
105/08/29,87000,1392050,15.55,16.20,15.55,16.00,+0.70,45
105/08/30,12000,188550,16.00,16.05,15.50,15.50,-0.50,10
105/08/31,47000,753250,15.85,16.15,15.75,16.15,+0.65,23
105/09/01,19000,307000,16.25,16.25,15.90,16.15,0.00,14
105/09/02,75000,1165800,15.25,16.00,15.25,16.00,-0.15,20
105/09/05,52000,811550,15.60,15.90,15.60,15.65,-0.35,4
105/09/06,24000,371850,15.50,15.50,15.45,15.45,-0.20,8
105/09/07,9000,140900,15.45,15.85,15.40,15.85,+0.40,8
105/09/08,16000,253700,15.85,16.05,15.80,16.05,+0.20,7
105/09/09,14000,218650,15.95,15.95,15.50,15.95,-0.10,10
105/09/10,0,0,---,---,---,---,---,0
105/09/12,43000,677050,15.90,16.80,15.25,16.05,+0.15,20
105/09/13,11000,174950,16.00,16.00,15.65,16.00,-0.05,10
105/09/14,2000,32050,16.05,16.05,16.00,16.00,0.00,2
105/09/19,26000,404250,15.80,15.80,15.50,15.80,-0.20,9
105/09/20,0,0,---,---,---,---,---,0
105/09/21,2000,31700,15.90,15.90,15.80,15.80,+0.15,2
105/09/22,8000,123200,15.35,15.65,15.25,15.60,-0.20,7
105/09/23,0,0,---,---,---,---,---,0
105/09/26,11000,167600,15.20,15.60,15.20,15.60,+0.05,4
105/09/29,2000,30500,15.05,15.45,15.05,15.45,-0.15,2
105/09/30,48000,761900,15.55,16.00,15.55,16.00,+0.55,16
105/10/03,15000,234300,16.00,16.00,15.30,15.30,-0.70,9
105/10/04,2000,31400,15.45,15.95,15.45,15.95,+0.65,2
105/10/05,0,0,---,---,---,---,---,0
105/10/06,9000,141350,15.55,16.00,15.40,16.00,+0.10,9
105/10/07,6000,94350,15.60,15.90,15.60,15.90,-0.10,4
105/10/11,6000,93850,15.60,15.90,15.55,15.90,0.00,4
105/10/12,0,0,---,---,---,---,---,0
105/10/13,16000,246400,15.40,15.70,15.25,15.70,-0.10,13
105/10/14,0,0,---,---,---,---,---,0
105/10/17,4113,63440,15.30,15.60,15.30,15.60,-0.10,6
105/10/18,8000,123600,15.65,15.65,15.20,15.50,-0.10,6
105/10/19,3000,46900,15.50,15.70,15.50,15.70,+0.20,3
105/10/20,7000,107750,15.30,15.70,15.15,15.70,0.00,6
105/10/21,13000,199150,15.35,15.45,15.30,15.45,-0.25,6
105/10/24,0,0,---,---,---,---,---,0
105/10/25,7000,105200,15.00,15.10,15.00,15.10,-0.35,6
105/10/26,4000,61450,15.35,15.40,15.35,15.40,+0.30,3
105/10/27,31000,472350,15.40,15.40,15.10,15.35,-0.05,17
