105/08/24,10000,1730,0.18,0.18,0.17,0.17,+0.01,2
105/08/25,0,0,---,---,---,---,---,0
105/08/26,0,0,---,---,---,---,---,0
105/08/29,200000,32000,0.16,0.16,0.16,0.16,-0.02,4
105/08/30,205000,32800,0.16,0.16,0.16,0.16,0.00,2
105/08/31,20000,3000,0.15,0.15,0.15,0.15,-0.01,2
105/09/01,0,0,---,---,---,---,---,0
105/09/02,20000,2400,0.12,0.12,0.12,0.12,-0.03,1
105/09/05,0,0,---,---,---,---,---,0
105/09/06,0,0,---,---,---,---,---,0
105/09/07,25000,2200,0.07,0.10,0.07,0.10,0.00,2
105/09/08,30000,3600,0.12,0.12,0.12,0.12,+0.02,3
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,40000,4000,0.10,0.10,0.10,0.10,0.00,4
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,35000,3500,0.10,0.10,0.10,0.10,0.00,2
105/10/05,6000,600,0.10,0.10,0.10,0.10,0.00,4
105/10/06,19000,2000,0.08,0.11,0.08,0.11,+0.01,6
105/10/07,6000,600,0.10,0.10,0.10,0.10,-0.01,1
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,779000,99550,0.12,0.13,0.11,0.13,+0.03,9
105/10/14,56000,5970,0.12,0.12,0.10,0.11,-0.02,5
