105/10/04,82000,111120,1.16,1.41,1.16,1.39,+0.26,9
105/10/05,162000,216490,1.30,1.37,1.30,1.35,-0.04,6
105/10/06,658000,964430,1.39,1.50,1.39,1.45,+0.10,13
105/10/07,544000,763060,1.45,1.45,1.38,1.41,-0.04,12
105/10/11,55000,84830,1.52,1.55,1.52,1.55,+0.14,2
105/10/12,41000,59040,1.44,1.44,1.44,1.44,-0.11,1
105/10/13,206000,339900,1.65,1.65,1.65,1.65,+0.21,9
105/10/14,285000,441110,1.55,1.58,1.53,1.53,-0.12,14
105/10/17,886000,1420860,1.54,1.61,1.54,1.61,+0.08,7
105/10/18,370000,577170,1.56,1.56,1.55,1.56,-0.05,5
105/10/19,567000,902230,1.60,1.61,1.58,1.61,+0.05,5
105/10/20,201000,311570,1.57,1.57,1.55,1.55,-0.06,3
105/10/21,204000,305760,1.50,1.50,1.44,1.44,-0.11,2
105/10/24,4000,5560,1.39,1.39,1.39,1.39,-0.05,1
105/10/25,5000,7000,1.40,1.40,1.40,1.40,+0.01,1
105/10/26,4000,5760,1.44,1.44,1.44,1.44,+0.04,1
105/10/27,1000,1440,1.44,1.44,1.44,1.44,0.00,1
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,5000,6500,1.30,1.30,1.30,1.30,-0.03,1
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,34000,31100,0.89,0.93,0.89,0.93,-0.09,4
105/11/08,0,0,---,---,---,---,---,0
105/11/09,32000,30280,0.98,0.98,0.74,0.74,-0.24,4
105/11/10,74000,59940,0.81,0.81,0.81,0.81,+0.07,1
105/11/11,74000,59940,0.81,0.81,0.81,0.81,0.00,1
105/11/14,5000,4100,0.82,0.82,0.82,0.82,+0.01,1
105/11/15,0,0,---,---,---,---,---,0
105/11/16,30000,25200,0.84,0.84,0.84,0.84,+0.06,1
105/11/17,30000,21100,0.71,0.71,0.70,0.70,-0.14,2
105/11/18,117000,87750,0.75,0.75,0.75,0.75,+0.05,2
105/11/21,122000,88090,0.73,0.75,0.72,0.75,0.00,3
105/11/22,359000,287840,0.77,0.81,0.77,0.80,+0.05,7
