105/08/24,40000,15600,0.39,0.39,0.39,0.39,-0.02,1
105/08/25,869000,385290,0.41,0.50,0.41,0.50,+0.11,7
105/08/26,874000,406260,0.49,0.49,0.46,0.46,-0.04,8
105/08/29,0,0,---,---,---,---,---,0
105/08/30,0,0,---,---,---,---,---,0
105/08/31,0,0,---,---,---,---,---,0
105/09/01,0,0,---,---,---,---,---,0
105/09/02,55000,23650,0.43,0.43,0.43,0.43,+0.01,3
105/09/05,0,0,---,---,---,---,---,0
105/09/06,139000,62140,0.44,0.45,0.43,0.45,+0.03,4
105/09/07,135000,57050,0.43,0.43,0.42,0.42,-0.03,2
105/09/08,245000,107800,0.44,0.44,0.44,0.44,+0.02,2
105/09/09,235000,101350,0.43,0.46,0.43,0.46,+0.02,2
105/09/10,10000,4200,0.42,0.42,0.42,0.42,-0.04,1
105/09/12,365000,145900,0.40,0.40,0.39,0.40,-0.02,7
105/09/13,325000,119490,0.38,0.38,0.35,0.35,-0.05,4
105/09/14,0,0,---,---,---,---,---,0
105/09/19,10000,3200,0.32,0.32,0.32,0.32,0.00,1
105/09/20,0,0,---,---,---,---,---,0
105/09/21,20000,6000,0.30,0.30,0.30,0.30,-0.02,1
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,20000,5200,0.26,0.26,0.26,0.26,-0.03,1
105/09/29,0,0,---,---,---,---,---,0
105/09/30,100000,26000,0.26,0.26,0.26,0.26,0.00,2
105/10/03,0,0,---,---,---,---,---,0
105/10/04,40000,11600,0.29,0.29,0.29,0.29,+0.04,1
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,200000,36000,0.18,0.18,0.18,0.18,-0.05,3
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,20000,1800,0.09,0.09,0.09,0.09,0.00,1
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
