105/08/30,0,0,---,---,---,---,---,0
105/08/31,265000,232860,0.85,0.90,0.85,0.85,+0.02,11
105/09/01,306000,258900,0.86,0.86,0.80,0.80,-0.05,11
105/09/02,60000,44440,0.80,0.80,0.69,0.77,-0.03,11
105/09/05,614000,470750,0.78,0.79,0.75,0.77,0.00,29
105/09/06,1158000,910200,0.77,0.84,0.74,0.82,+0.05,26
105/09/07,1038000,870920,0.84,0.87,0.81,0.82,0.00,25
105/09/08,756000,595540,0.80,0.81,0.78,0.78,-0.04,14
105/09/09,345000,245390,0.73,0.73,0.70,0.71,-0.07,11
105/09/10,233000,147130,0.62,0.65,0.61,0.65,-0.06,6
105/09/12,190000,135110,0.67,0.73,0.67,0.73,+0.08,13
105/09/13,558000,395930,0.75,0.75,0.69,0.70,-0.03,20
105/09/14,433000,279940,0.69,0.69,0.58,0.61,-0.09,8
105/09/19,0,0,---,---,---,---,---,0
105/09/20,1209000,841000,0.71,0.74,0.67,0.74,+0.06,30
105/09/21,1535000,1136450,0.73,0.76,0.72,0.73,-0.01,33
105/09/22,1125000,839570,0.74,0.78,0.70,0.71,-0.02,35
105/09/23,1128000,783430,0.70,0.74,0.68,0.74,+0.03,27
105/09/26,3226000,2736850,0.75,0.91,0.75,0.87,+0.13,66
105/09/29,2043000,1642530,0.80,0.83,0.78,0.80,-0.07,51
105/09/30,2400000,2070850,0.80,0.89,0.80,0.82,+0.02,43
105/10/03,3110000,2724820,0.82,0.96,0.79,0.94,+0.12,66
105/10/04,2866000,2646270,0.92,1.00,0.88,0.91,-0.03,72
105/10/05,1961000,1912460,0.99,1.02,0.89,0.89,-0.02,63
105/10/06,1246000,1071200,0.88,0.88,0.83,0.88,-0.01,27
105/10/07,338000,295220,0.92,0.92,0.82,0.82,-0.06,5
105/10/11,1075000,803730,0.82,0.82,0.58,0.69,-0.13,25
105/10/12,1870000,1499130,0.73,0.85,0.73,0.80,+0.11,51
105/10/13,1848000,1463990,0.80,0.83,0.77,0.81,+0.01,37
105/10/14,1000000,834910,0.82,0.86,0.78,0.86,+0.05,31
105/10/17,6460000,6747550,0.90,1.18,0.90,1.17,+0.31,133
105/10/18,7258000,8323570,1.15,1.26,1.02,1.08,-0.09,176
105/10/19,2836000,3151250,1.08,1.17,1.00,1.11,+0.03,85
105/10/20,2461000,2782690,1.13,1.19,1.08,1.12,+0.01,77
105/10/21,1471000,1584530,1.11,1.13,1.02,1.02,-0.10,42
105/10/24,966000,1005850,1.02,1.09,1.00,1.03,+0.01,37
105/10/25,1859000,2058350,1.06,1.15,1.05,1.11,+0.08,52
105/10/26,4442000,5480080,1.10,1.39,1.08,1.32,+0.21,124
105/10/27,2233000,2836160,1.32,1.34,1.21,1.25,-0.07,54
105/10/28,436000,515410,1.22,1.23,1.15,1.15,-0.10,22
105/10/31,627000,657230,1.06,1.09,1.00,1.08,-0.07,22
105/11/01,1786000,1892430,1.06,1.16,1.00,1.00,-0.08,19
105/11/02,1321000,1202400,0.96,1.02,0.79,0.80,-0.20,39
105/11/03,1000000,797470,0.84,0.87,0.74,0.81,+0.01,28
