105/09/01,10000,5100,0.51,0.51,0.51,0.51,-0.23,1
105/09/02,84000,30430,0.35,0.37,0.35,0.36,-0.15,6
105/09/05,94000,30720,0.34,0.34,0.31,0.31,-0.05,3
105/09/06,30000,9600,0.32,0.32,0.32,0.32,+0.01,3
105/09/07,44000,14080,0.32,0.32,0.32,0.32,0.00,1
105/09/08,44000,13200,0.30,0.30,0.30,0.30,-0.02,1
105/09/09,1000,250,0.25,0.25,0.25,0.25,-0.05,1
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,5000,1100,0.22,0.22,0.22,0.22,0.00,1
105/09/22,10000,2000,0.20,0.20,0.20,0.20,-0.02,1
105/09/23,10000,1900,0.19,0.19,0.19,0.19,-0.01,1
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,20000,2700,0.14,0.14,0.13,0.13,-0.01,2
105/10/04,0,0,---,---,---,---,---,0
105/10/05,5000,650,0.13,0.13,0.13,0.13,0.00,1
105/10/06,10000,1300,0.13,0.13,0.13,0.13,0.00,1
105/10/07,25000,3400,0.14,0.14,0.13,0.13,0.00,2
105/10/11,10000,1100,0.11,0.11,0.11,0.11,-0.02,1
105/10/12,10000,900,0.09,0.09,0.09,0.09,-0.02,1
105/10/13,5000,500,0.10,0.10,0.10,0.10,+0.01,1
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,20000,1400,0.07,0.07,0.07,0.07,0.00,1
105/10/19,30000,2100,0.07,0.07,0.07,0.07,0.00,2
105/10/20,0,0,---,---,---,---,---,0
