105/08/24,665000,742070,1.11,1.14,1.10,1.11,-0.06,13
105/08/25,910000,1169110,1.24,1.51,1.24,1.44,+0.33,25
105/08/26,603000,813210,1.35,1.38,1.28,1.36,-0.08,17
105/08/29,171000,220700,1.30,1.32,1.28,1.32,-0.04,6
105/08/30,89000,114830,1.29,1.30,1.29,1.30,-0.02,2
105/08/31,97000,122790,1.27,1.27,1.23,1.23,-0.07,2
105/09/01,30000,39000,1.29,1.31,1.29,1.31,+0.08,2
105/09/02,0,0,---,---,---,---,---,0
105/09/05,0,0,---,---,---,---,---,0
105/09/06,746000,918010,1.19,1.28,1.19,1.28,+0.09,17
105/09/07,1125000,1512920,1.26,1.61,1.26,1.61,+0.33,31
105/09/08,407000,616920,1.54,1.58,1.48,1.56,-0.05,6
105/09/09,9000,12260,1.37,1.37,1.34,1.36,-0.20,3
105/09/10,6000,7720,1.30,1.30,1.28,1.28,-0.08,2
105/09/12,9000,11230,1.25,1.25,1.23,1.23,-0.05,2
105/09/13,7000,8330,1.19,1.19,1.19,1.19,-0.04,1
105/09/14,63000,71280,1.13,1.14,1.13,1.14,-0.05,2
105/09/19,620000,738990,1.19,1.21,1.17,1.21,+0.07,8
105/09/20,612000,804590,1.32,1.33,1.28,1.28,+0.07,15
105/09/21,219000,318720,1.32,1.47,1.32,1.47,+0.19,5
105/09/22,208000,304900,1.47,1.47,1.44,1.44,-0.03,5
105/09/23,0,0,---,---,---,---,---,0
