105/08/24,1405000,442920,0.31,0.32,0.31,0.31,+0.05,12
105/08/25,565000,165950,0.29,0.30,0.29,0.30,-0.01,7
105/08/26,7000,2030,0.29,0.29,0.29,0.29,-0.01,2
105/08/29,472000,106960,0.25,0.25,0.22,0.23,-0.06,9
105/08/30,70000,16100,0.23,0.23,0.23,0.23,0.00,2
105/08/31,765000,153000,0.20,0.20,0.20,0.20,-0.03,5
105/09/01,280000,63300,0.22,0.23,0.22,0.23,+0.03,5
105/09/02,300000,57200,0.20,0.20,0.19,0.19,-0.04,4
105/09/05,130000,21000,0.18,0.18,0.15,0.15,-0.04,3
105/09/06,710000,138500,0.17,0.21,0.17,0.21,+0.06,9
105/09/07,590000,112100,0.19,0.19,0.19,0.19,-0.02,5
105/09/08,128000,26480,0.19,0.22,0.19,0.21,+0.02,7
105/09/09,80000,14900,0.19,0.19,0.18,0.18,-0.03,2
105/09/10,120000,14400,0.12,0.12,0.12,0.12,-0.06,2
105/09/12,7000,700,0.10,0.10,0.10,0.10,-0.02,1
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
