105/10/19,0,0,---,---,---,---,---,0
105/10/20,100000,111000,1.11,1.11,1.11,1.11,+0.03,1
105/10/21,332000,418530,1.26,1.30,1.23,1.30,+0.19,11
105/10/24,274000,352160,1.32,1.33,1.20,1.20,-0.10,13
105/10/25,1180000,1670460,1.32,1.51,1.30,1.31,+0.11,49
105/10/26,1094000,1437430,1.27,1.39,1.22,1.30,-0.01,40
105/10/27,579000,761920,1.29,1.35,1.29,1.30,0.00,18
105/10/28,292000,348160,1.28,1.28,1.13,1.15,-0.15,21
105/10/31,83000,93450,1.11,1.14,1.11,1.14,-0.01,5
105/11/01,76000,89320,1.17,1.20,1.17,1.19,+0.05,5
105/11/02,30000,33300,1.11,1.11,1.11,1.11,-0.08,1
105/11/03,130000,136450,1.07,1.07,1.00,1.00,-0.11,4
105/11/04,110000,106900,0.97,0.99,0.97,0.97,-0.03,4
105/11/07,116000,97160,0.81,0.88,0.81,0.85,-0.12,5
105/11/08,63000,53740,0.88,0.88,0.84,0.84,-0.01,3
105/11/09,251000,190600,0.72,0.77,0.72,0.75,-0.09,5
