105/08/24,4000,3400,0.85,0.85,0.85,0.85,+0.03,1
105/08/25,0,0,---,---,---,---,---,0
105/08/26,0,0,---,---,---,---,---,0
105/08/29,17000,13360,0.80,0.80,0.78,0.78,-0.06,2
105/08/30,30000,24900,0.83,0.83,0.83,0.83,+0.05,1
105/08/31,0,0,---,---,---,---,---,0
105/09/01,5000,4550,0.91,0.91,0.91,0.91,+0.12,1
105/09/02,30000,29700,0.99,0.99,0.99,0.99,+0.08,1
105/09/05,5000,4350,0.87,0.87,0.87,0.87,-0.12,1
105/09/06,5000,4300,0.86,0.86,0.86,0.86,-0.01,1
105/09/07,0,0,---,---,---,---,---,0
105/09/08,0,0,---,---,---,---,---,0
105/09/09,60000,53400,0.90,0.90,0.84,0.84,+0.01,2
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,90000,80100,0.92,0.92,0.87,0.89,+0.02,5
105/09/14,50000,43500,0.87,0.87,0.87,0.87,-0.02,1
105/09/19,222000,199800,0.90,0.90,0.90,0.90,+0.03,3
105/09/20,357000,330900,0.89,0.96,0.89,0.94,+0.04,8
105/09/21,206000,197600,0.97,0.97,0.95,0.95,+0.01,3
105/09/22,326000,302080,0.92,0.93,0.92,0.93,-0.02,4
