105/08/24,127000,77470,0.61,0.61,0.61,0.61,+0.04,1
105/08/25,0,0,---,---,---,---,---,0
105/08/26,0,0,---,---,---,---,---,0
105/08/29,0,0,---,---,---,---,---,0
105/08/30,0,0,---,---,---,---,---,0
105/08/31,0,0,---,---,---,---,---,0
105/09/01,0,0,---,---,---,---,---,0
105/09/02,0,0,---,---,---,---,---,0
105/09/05,140000,60200,0.43,0.43,0.43,0.43,+0.03,1
105/09/06,140000,60200,0.43,0.43,0.43,0.43,0.00,1
105/09/07,0,0,---,---,---,---,---,0
105/09/08,151000,80030,0.53,0.53,0.53,0.53,+0.05,1
105/09/09,151000,72480,0.48,0.48,0.48,0.48,-0.05,1
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,215000,88850,0.41,0.46,0.41,0.43,+0.06,3
105/09/26,215000,87750,0.41,0.41,0.39,0.39,-0.04,2
