105/08/24,66000,902050,13.70,13.95,13.60,13.95,+0.35,16
105/08/25,47000,647100,13.80,13.90,13.70,13.90,-0.05,9
105/08/26,58000,809900,13.90,14.00,13.80,13.90,0.00,15
105/08/29,23000,316700,14.00,14.00,13.70,13.70,-0.20,10
105/08/30,30000,411000,13.70,13.70,13.70,13.70,0.00,7
105/08/31,45000,614500,13.70,13.70,13.50,13.55,-0.15,17
105/09/01,28001,383263,13.65,13.75,13.65,13.70,+0.15,9
105/09/02,19000,259700,13.70,13.70,13.60,13.60,-0.10,8
105/09/05,31000,426550,13.70,13.80,13.70,13.75,+0.15,11
105/09/06,5000,68500,13.70,13.70,13.70,13.70,-0.05,3
105/09/07,10000,137000,13.70,13.70,13.70,13.70,0.00,3
105/09/08,9000,122900,13.60,13.70,13.60,13.65,-0.05,6
105/09/09,34000,462650,13.50,13.70,13.50,13.60,-0.05,17
105/09/10,0,0,---,---,---,---,---,0
105/09/12,14100,191490,13.70,13.70,13.45,13.50,-0.10,9
105/09/13,24000,324100,13.55,13.70,13.40,13.50,0.00,10
105/09/14,5000,67650,13.55,13.55,13.50,13.50,0.00,2
105/09/19,9000,122400,13.60,13.60,13.60,13.60,+0.10,6
105/09/20,23000,312250,13.60,13.60,13.50,13.50,-0.10,10
105/09/21,13000,175500,13.50,13.50,13.50,13.50,0.00,5
105/09/22,62000,837250,13.45,13.60,13.45,13.60,+0.10,13
105/09/23,4001,54113,13.60,13.60,13.45,13.50,-0.10,5
105/09/26,35000,464350,13.50,13.50,12.95,13.20,-0.30,17
105/09/29,27000,353550,12.90,13.20,12.90,13.20,0.00,10
105/09/30,29000,365750,13.30,13.30,11.90,13.25,+0.05,20
105/10/03,2000,26050,13.00,13.05,13.00,13.05,-0.20,2
105/10/04,0,0,---,---,---,---,---,0
105/10/05,4000,50700,12.70,12.70,12.65,12.70,-0.20,3
105/10/06,18000,226100,12.50,12.75,12.40,12.75,+0.05,7
105/10/07,4000,51750,13.60,13.60,12.60,12.80,+0.05,4
105/10/11,16000,201200,12.80,12.80,12.45,12.60,-0.20,13
105/10/12,36000,448750,12.30,13.55,12.30,13.55,+0.95,10
105/10/13,17000,219900,13.00,13.10,12.75,13.10,-0.45,9
105/10/14,0,0,---,---,---,---,---,0
105/10/17,1000,12600,12.60,12.60,12.60,12.60,-0.45,1
105/10/18,31004,406703,12.20,13.50,12.20,13.50,+0.90,16
105/10/19,4000,50400,12.60,12.70,12.50,12.70,-0.80,4
105/10/20,14000,176150,13.00,13.00,12.50,12.85,+0.15,7
105/10/21,9000,113950,12.50,12.75,12.50,12.75,-0.10,5
105/10/24,6000,76800,12.80,12.80,12.80,12.80,+0.05,5
105/10/25,4000,52000,12.60,13.50,12.60,13.50,+0.70,4
105/10/26,2000,25700,12.85,12.85,12.85,12.85,-0.65,2
105/10/27,7000,89500,12.75,13.00,12.75,12.75,-0.10,4
