105/08/24,14000,132100,9.48,9.48,9.40,9.40,-0.05,8
105/08/25,45000,420150,9.41,9.48,9.25,9.25,-0.15,22
105/08/26,20000,183220,9.21,9.21,9.15,9.15,-0.10,12
105/08/29,21000,191780,9.15,9.19,9.08,9.19,+0.04,14
105/08/30,19000,174930,9.19,9.25,9.19,9.20,+0.01,13
105/08/31,11000,102410,9.30,9.47,9.24,9.24,+0.04,7
105/09/01,31000,287390,9.21,9.39,9.20,9.39,+0.15,10
105/09/02,1000,9540,9.54,9.54,9.54,9.54,+0.15,1
105/09/05,5000,46150,9.20,9.25,9.20,9.25,-0.29,3
105/09/06,0,0,---,---,---,---,---,0
105/09/07,4000,37320,9.43,9.43,9.29,9.30,+0.05,4
105/09/08,6000,55800,9.30,9.30,9.30,9.30,0.00,5
105/09/09,2000,18820,9.41,9.41,9.41,9.41,+0.11,2
105/09/10,5000,46620,9.30,9.43,9.29,9.29,-0.12,5
105/09/12,7000,64300,9.20,9.20,9.15,9.20,-0.09,3
105/09/13,22000,202400,9.20,9.20,9.20,9.20,0.00,4
105/09/14,1000,9540,9.54,9.54,9.54,9.54,+0.34,1
105/09/19,6000,55780,9.20,9.50,9.20,9.50,-0.04,5
105/09/20,4000,36840,9.21,9.21,9.21,9.21,-0.29,4
105/09/21,11000,103900,9.44,9.50,9.30,9.30,+0.09,7
105/09/22,11000,101680,9.22,9.48,9.22,9.48,+0.18,4
105/09/23,0,0,---,---,---,---,---,0
105/09/26,10000,92160,9.25,9.25,9.20,9.20,-0.27,4
105/09/29,3000,28060,9.45,9.45,9.22,9.22,+0.02,3
105/09/30,9000,83110,9.46,9.46,9.09,9.40,+0.18,6
105/10/03,9000,83410,9.39,9.39,9.25,9.25,-0.15,7
105/10/04,5000,46290,9.20,9.40,9.19,9.19,-0.06,5
105/10/05,6000,55310,9.25,9.25,9.21,9.22,+0.03,5
105/10/06,3000,27680,9.23,9.23,9.22,9.22,0.00,3
105/10/07,7000,64400,9.20,9.20,9.20,9.20,-0.02,3
105/10/11,9000,82230,9.19,9.19,9.10,9.10,-0.10,4
105/10/12,3000,27580,9.09,9.40,9.09,9.40,+0.30,2
105/10/13,4000,36980,9.25,9.37,9.11,9.37,-0.03,3
105/10/14,3000,27600,9.20,9.20,9.20,9.20,-0.17,2
105/10/17,5000,45920,9.20,9.20,9.16,9.16,-0.04,4
105/10/18,2000,18400,9.20,9.20,9.20,9.20,+0.04,2
105/10/19,0,0,---,---,---,---,---,0
105/10/20,4000,36350,9.20,9.20,9.05,9.05,-0.15,4
105/10/21,2000,18450,9.37,9.37,9.08,9.08,+0.03,2
105/10/24,8000,72750,9.10,9.17,9.03,9.17,+0.09,7
105/10/25,55000,505810,9.37,9.37,9.11,9.11,-0.06,6
105/10/26,20000,182500,9.19,9.20,9.03,9.04,-0.07,9
105/10/27,13000,118920,8.96,9.20,8.96,9.20,+0.16,7
105/10/28,2000,18400,9.20,9.20,9.20,9.20,0.00,2
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,3000,27600,9.20,9.20,9.20,9.20,+0.02,2
105/11/03,0,0,---,---,---,---,---,0
105/11/04,6000,54780,9.18,9.18,9.08,9.08,-0.12,2
105/11/07,0,0,---,---,---,---,---,0
105/11/08,5000,45010,9.01,9.01,9.00,9.00,-0.07,4
105/11/09,2000,17970,9.00,9.00,8.97,8.97,-0.03,2
105/11/10,10000,86000,8.60,8.60,8.60,8.60,-0.37,6
105/11/11,2000,17340,8.67,8.67,8.67,8.67,+0.07,2
105/11/14,6000,52000,8.67,8.67,8.66,8.67,0.00,3
105/11/15,16000,143830,8.98,8.99,8.98,8.99,+0.32,3
105/11/16,0,0,---,---,---,---,---,0
105/11/17,5000,43020,8.61,8.61,8.60,8.60,-0.35,4
105/11/18,1000,8990,8.99,8.99,8.99,8.99,+0.39,1
105/11/21,0,0,---,---,---,---,---,0
105/11/22,51000,437060,8.55,8.94,8.55,8.94,-0.05,14
105/11/23,68000,579300,8.55,8.55,8.40,8.50,-0.44,24
105/11/24,61000,503400,8.51,8.51,8.10,8.12,-0.38,31
105/11/25,15000,122450,8.20,8.20,8.13,8.16,+0.04,7
105/11/28,35000,287770,8.16,8.49,8.15,8.49,+0.33,14
105/11/29,58000,489890,8.54,8.64,8.40,8.64,+0.15,12
105/11/30,0,0,---,---,---,---,---,0
105/12/01,5001,42738,8.51,8.72,8.50,8.72,+0.08,5
