105/08/24,2000,48900,24.10,24.80,24.10,24.80,-0.20,2
105/08/25,5000,122150,24.45,24.70,24.20,24.70,-0.10,5
105/08/26,23000,561150,24.00,25.50,24.00,25.50,+0.80,11
105/08/29,0,0,---,---,---,---,---,0
105/08/30,0,0,---,---,---,---,---,0
105/08/31,2000,50550,25.25,25.30,25.25,25.30,+0.25,2
105/09/01,0,0,---,---,---,---,---,0
105/09/02,0,0,---,---,---,---,---,0
105/09/05,430,10320,---,---,---,---,---,1
105/09/06,3000,76300,25.20,25.80,25.20,25.80,+0.80,3
105/09/07,0,0,---,---,---,---,---,0
105/09/08,4000,100600,25.00,25.55,25.00,25.55,+0.55,3
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,3600,83280,23.10,23.10,23.10,23.10,-2.45,4
105/09/21,1143,26409,23.10,23.10,23.10,23.10,0.00,4
105/09/22,4006,95692,24.10,24.10,23.55,24.00,+0.90,6
105/09/23,2000,48800,24.30,24.50,24.30,24.50,+0.50,2
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,1000,24700,24.70,24.70,24.70,24.70,+0.20,1
105/10/07,0,0,---,---,---,---,---,0
105/10/11,1000,24700,24.70,24.70,24.70,24.70,0.00,1
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,626,15337,---,---,---,---,---,1
105/10/18,1000,24600,24.60,24.60,24.60,24.60,+0.10,1
105/10/19,0,0,---,---,---,---,---,0
105/10/20,13000,311200,23.00,24.50,23.00,24.50,-0.10,5
105/10/21,3023,71556,23.50,24.00,23.50,24.00,-0.50,3
105/10/24,7000,167650,23.95,24.00,23.90,24.00,0.00,4
105/10/25,0,0,---,---,---,---,---,0
105/10/26,201000,4804000,23.90,24.00,23.90,24.00,0.00,2
105/10/27,99253,2363072,23.80,24.20,23.80,24.00,0.00,6
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,1000,24200,24.20,24.20,24.20,24.20,+0.20,1
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,8000,177700,21.60,23.80,21.60,23.80,-0.20,6
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
