105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,443000,500070,1.11,1.14,1.11,1.14,+0.08,6
105/09/26,490000,531450,1.08,1.11,1.06,1.11,-0.03,9
105/09/29,1103000,1268660,1.13,1.17,1.13,1.16,+0.05,24
105/09/30,1056000,1175750,1.13,1.17,1.09,1.17,+0.01,40
105/10/03,1274000,1712200,1.32,1.38,1.25,1.25,+0.08,50
105/10/04,1771000,2325800,1.29,1.38,1.26,1.32,+0.07,76
105/10/05,1063000,1412000,1.30,1.36,1.25,1.26,-0.06,39
105/10/06,359000,436320,1.21,1.30,1.19,1.30,+0.04,20
105/10/07,504000,674270,1.28,1.38,1.28,1.33,+0.03,32
105/10/11,386000,475690,1.31,1.31,1.18,1.21,-0.12,30
105/10/12,98000,112560,1.17,1.19,1.11,1.11,-0.10,5
105/10/13,78000,88450,1.10,1.17,1.10,1.15,+0.04,9
105/10/14,39000,45890,1.17,1.19,1.13,1.13,-0.02,3
105/10/17,18000,20520,1.14,1.14,1.14,1.14,+0.01,1
105/10/18,18000,19440,1.08,1.08,1.08,1.08,-0.06,1
105/10/19,305000,361390,1.15,1.22,1.15,1.22,+0.14,13
105/10/20,238000,283770,1.22,1.22,1.14,1.14,-0.08,13
105/10/21,107000,115230,1.09,1.09,1.07,1.08,-0.06,7
105/10/24,97000,93470,1.02,1.02,0.92,0.92,-0.16,8
105/10/25,139000,134460,0.94,0.99,0.94,0.98,+0.06,5
105/10/26,126000,115670,0.92,0.93,0.89,0.91,-0.07,4
