105/08/24,5671,45216,8.01,8.18,7.75,8.18,+0.01,8
105/08/25,15238,119428,8.00,8.00,7.80,7.80,-0.38,7
105/08/26,217,1691,---,---,---,---,---,3
105/08/29,4000,32010,8.01,8.01,8.00,8.00,+0.20,4
105/08/30,15000,119830,8.02,8.02,7.80,8.00,0.00,7
105/08/31,5411,42244,7.82,7.82,7.81,7.81,-0.19,4
105/09/01,201,1417,---,---,---,---,---,1
105/09/02,2195,16890,7.81,7.81,7.81,7.81,0.00,7
105/09/05,0,0,---,---,---,---,---,0
105/09/06,11059,81398,7.32,7.43,7.32,7.43,-0.38,9
105/09/07,6726,49899,7.60,7.60,7.40,7.40,-0.03,8
105/09/08,8000,57990,7.21,7.30,7.21,7.30,-0.10,6
105/09/09,14637,111367,7.39,7.77,7.39,7.77,+0.47,14
105/09/10,0,0,---,---,---,---,---,0
105/09/12,1000,7420,7.42,7.42,7.42,7.42,-0.35,1
105/09/13,13000,103480,8.00,8.00,7.95,7.95,+0.53,8
105/09/14,0,0,---,---,---,---,---,0
105/09/19,4260,32324,7.60,7.60,7.60,7.60,-0.16,5
105/09/20,0,0,---,---,---,---,---,0
105/09/21,3000,22560,7.52,7.52,7.52,7.52,-0.08,3
105/09/22,9000,70470,7.61,8.00,7.61,8.00,+0.48,7
105/09/23,5134,39561,7.71,7.72,7.70,7.70,-0.30,5
105/09/26,1549,11332,7.50,7.50,7.50,7.50,-0.20,3
105/09/29,12000,87960,7.50,7.50,7.18,7.35,-0.15,10
105/09/30,21376,159137,7.99,7.99,7.35,7.35,0.00,11
105/10/03,14500,105020,7.25,7.30,7.21,7.21,-0.14,10
105/10/04,15336,110865,7.30,7.30,7.21,7.23,+0.02,12
105/10/05,7000,50390,7.16,7.25,7.16,7.25,+0.02,3
105/10/06,1000,7250,7.25,7.25,7.25,7.25,0.00,1
105/10/07,0,0,---,---,---,---,---,0
105/10/11,23798,169415,7.06,7.47,7.06,7.47,+0.22,11
105/10/12,18193,134049,7.35,7.47,7.30,7.33,-0.14,11
105/10/13,39001,289297,7.45,7.77,7.26,7.26,-0.07,27
105/10/14,1098,7866,7.18,7.18,7.18,7.18,-0.08,3
105/10/17,1000,7180,7.18,7.18,7.18,7.18,0.00,1
105/10/18,6500,46260,7.13,7.13,7.12,7.12,-0.06,8
105/10/19,24311,173057,7.12,7.12,7.12,7.12,0.00,11
105/10/20,0,0,---,---,---,---,---,0
105/10/21,20000,142160,7.14,7.14,7.10,7.10,-0.04,9
105/10/24,1134,8038,7.10,7.10,7.10,7.10,0.00,3
105/10/25,8831,61968,7.05,7.06,7.05,7.06,-0.04,8
105/10/26,1000,7250,7.25,7.25,7.25,7.25,+0.19,1
105/10/27,0,0,---,---,---,---,---,0
105/10/28,2925,21098,7.22,7.22,7.21,7.21,-0.01,4
105/10/31,2964,19931,7.07,7.07,7.07,7.07,-0.14,7
105/11/01,32067,226085,7.05,7.13,7.02,7.05,-0.02,14
105/11/02,51554,380774,7.05,7.50,7.05,7.44,+0.39,27
105/11/03,14999,110242,7.39,7.45,7.20,7.20,-0.24,12
105/11/04,25971,183604,7.05,7.25,7.05,7.25,+0.05,15
105/11/07,13009,94813,7.29,7.30,7.20,7.30,+0.05,10
105/11/08,0,0,---,---,---,---,---,0
105/11/09,10000,71280,7.16,7.16,7.12,7.12,-0.18,4
105/11/10,28772,204049,7.05,7.40,7.05,7.40,+0.28,17
105/11/11,955,6685,---,---,---,---,---,4
105/11/14,0,0,---,---,---,---,---,0
105/11/15,32000,227430,7.29,7.29,7.05,7.23,+0.05,9
105/11/16,6117,43699,7.07,7.20,7.07,7.20,-0.03,7
105/11/17,105,766,---,---,---,---,---,2
105/11/18,36688,262626,7.20,7.20,7.10,7.20,+0.01,15
105/11/21,29000,205140,7.08,7.09,7.07,7.07,-0.13,9
105/11/22,52320,368970,7.03,7.19,6.94,7.05,-0.02,18
105/11/23,40461,282557,7.00,7.01,6.99,7.00,-0.05,24
105/11/24,48411,344377,7.02,7.20,6.92,7.20,+0.20,18
105/11/25,20411,145777,7.03,7.19,7.02,7.19,-0.01,10
105/11/28,23397,166800,7.10,7.19,7.10,7.10,-0.09,10
105/11/29,6000,42600,7.10,7.10,7.10,7.10,0.00,5
105/11/30,39000,280120,7.20,7.45,7.11,7.11,+0.01,15
105/12/01,12020,85808,7.18,7.18,7.11,7.11,0.00,7
105/12/02,1366,9555,7.03,7.03,7.03,7.03,-0.08,3
105/12/05,9001,63027,7.00,7.02,7.00,7.02,-0.01,5
105/12/06,19331,135770,7.00,7.09,7.00,7.01,-0.01,11
105/12/07,16000,113100,7.09,7.10,7.01,7.01,0.00,7
105/12/08,19573,137056,7.00,7.06,6.94,7.06,+0.05,12
