105/11/16,10000,8300,0.83,0.83,0.83,0.83,+0.02,1
105/11/17,10000,7900,0.79,0.79,0.79,0.79,-0.04,1
105/11/18,112000,98560,0.89,0.89,0.87,0.88,+0.09,6
105/11/21,40000,34200,0.86,0.86,0.85,0.85,-0.03,2
105/11/22,10000,8800,0.88,0.88,0.88,0.88,+0.03,1
105/11/23,12000,10080,0.84,0.84,0.84,0.84,-0.04,2
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,3000,2480,0.82,0.84,0.82,0.84,+0.04,2
105/11/30,40000,32400,0.81,0.81,0.81,0.81,-0.03,2
105/12/01,2486000,2421370,0.87,1.05,0.87,1.02,+0.21,50
105/12/02,1359000,1294600,1.00,1.00,0.92,1.00,-0.02,35
105/12/05,1256000,1159210,0.98,1.00,0.90,0.90,-0.10,16
105/12/06,70000,63100,0.91,0.91,0.90,0.90,0.00,4
105/12/07,208000,186400,0.88,0.90,0.88,0.90,0.00,7
105/12/08,17000,14790,0.87,0.87,0.87,0.87,-0.03,3
105/12/09,75000,68470,0.90,0.93,0.90,0.91,+0.04,5
105/12/12,43000,38220,0.92,0.93,0.86,0.86,-0.05,4
105/12/13,50000,43000,0.86,0.86,0.86,0.86,0.00,1
105/12/14,6000,5160,0.86,0.86,0.86,0.86,0.00,1
105/12/15,176000,140440,0.81,0.81,0.79,0.79,-0.07,6
105/12/16,10000,8100,0.81,0.81,0.81,0.81,+0.02,1
105/12/19,27000,20790,0.77,0.77,0.77,0.77,-0.04,3
105/12/20,6000,4560,0.76,0.76,0.76,0.76,-0.01,1
105/12/21,5000,4000,0.80,0.80,0.80,0.80,+0.04,1
