105/08/24,42000,142940,3.43,3.43,3.38,3.42,-0.16,5
105/08/25,56000,182020,3.24,3.62,3.18,3.62,+0.20,7
105/08/26,93000,343340,3.70,3.83,3.61,3.83,+0.21,11
105/08/29,55000,222850,4.07,4.11,3.94,3.98,+0.15,4
105/08/30,65000,249250,3.85,3.85,3.77,3.77,-0.21,8
105/08/31,96000,361800,3.75,3.80,3.70,3.76,-0.01,10
105/09/01,110000,358000,3.22,3.32,3.19,3.22,-0.54,12
105/09/02,15000,46750,3.04,3.27,3.04,3.27,+0.05,2
105/09/05,148000,518850,3.30,3.51,3.30,3.51,+0.24,7
105/09/06,88000,347380,4.07,4.07,3.89,3.93,+0.42,7
105/09/07,0,0,---,---,---,---,---,0
105/09/08,0,0,---,---,---,---,---,0
105/09/09,0,0,---,---,---,---,---,0
105/09/10,15000,52300,3.48,3.50,3.48,3.50,-0.25,2
105/09/12,0,0,---,---,---,---,---,0
105/09/13,15000,51000,3.40,3.40,3.40,3.40,+0.06,2
