105/11/09,0,0,---,---,---,---,---,0
105/11/10,53000,37960,0.72,0.72,0.71,0.71,+0.08,2
105/11/11,149000,90890,0.61,0.61,0.61,0.61,-0.10,4
105/11/14,419000,262660,0.61,0.64,0.61,0.64,+0.03,7
105/11/15,646000,435490,0.67,0.68,0.66,0.66,+0.02,13
105/11/16,837000,618480,0.74,0.74,0.70,0.70,+0.04,13
105/11/17,206000,136020,0.65,0.67,0.65,0.67,-0.03,4
105/11/18,320000,220760,0.67,0.70,0.67,0.69,+0.02,6
105/11/21,126000,91380,0.70,0.73,0.70,0.73,+0.04,3
105/11/22,306000,219380,0.73,0.73,0.70,0.70,-0.03,6
105/11/23,30000,21000,0.70,0.70,0.70,0.70,0.00,1
105/11/24,1448000,1012290,0.66,0.75,0.66,0.75,+0.05,25
105/11/25,1620000,1365060,0.83,0.88,0.81,0.85,+0.10,31
105/11/28,966000,769420,0.82,0.82,0.77,0.78,-0.07,25
105/11/29,10000,7900,0.79,0.79,0.79,0.79,+0.01,1
105/11/30,1670000,1421130,0.80,0.88,0.80,0.87,+0.08,29
105/12/01,1640000,1404790,0.91,0.91,0.84,0.84,-0.03,23
