105/08/24,0,0,---,---,---,---,---,0
105/08/25,0,0,---,---,---,---,---,0
105/08/26,0,0,---,---,---,---,---,0
105/08/29,689000,830390,1.18,1.24,1.18,1.24,+0.03,12
105/08/30,903000,1122590,1.25,1.28,1.22,1.28,+0.04,17
105/08/31,226000,280220,1.26,1.26,1.21,1.21,-0.07,8
105/09/01,40000,46100,1.16,1.16,1.13,1.13,-0.08,2
105/09/02,1372000,1826720,1.26,1.48,1.23,1.42,+0.29,28
105/09/05,1177000,1664540,1.49,1.49,1.35,1.40,-0.02,22
105/09/06,662000,920800,1.42,1.47,1.33,1.47,+0.07,15
105/09/07,1580000,2487850,1.54,1.64,1.49,1.49,+0.02,44
105/09/08,882000,1269320,1.46,1.51,1.39,1.44,-0.05,25
105/09/09,406000,554570,1.39,1.41,1.35,1.41,-0.03,9
105/09/10,182000,235110,1.25,1.31,1.25,1.29,-0.12,9
105/09/12,632000,949790,1.46,1.58,1.40,1.40,+0.11,29
105/09/13,856000,1141810,1.41,1.41,1.25,1.29,-0.11,21
105/09/14,393000,507120,1.24,1.37,1.24,1.37,+0.08,14
105/09/19,975000,1387250,1.48,1.50,1.39,1.42,+0.05,29
105/09/20,924000,1279840,1.36,1.41,1.35,1.35,-0.07,23
105/09/21,220000,302200,1.40,1.40,1.35,1.35,0.00,11
105/09/22,2105000,3115200,1.42,1.56,1.40,1.54,+0.19,71
105/09/23,3063000,5561240,1.76,2.05,1.65,1.98,+0.44,120
