105/08/24,20000,8900,0.44,0.45,0.44,0.45,-0.02,2
105/08/25,40000,19100,0.47,0.49,0.47,0.49,+0.04,4
105/08/26,398000,206960,0.51,0.53,0.51,0.53,+0.04,4
105/08/29,398000,199000,0.50,0.50,0.50,0.50,-0.03,2
105/08/30,10000,4900,0.49,0.49,0.49,0.49,-0.01,1
105/08/31,0,0,---,---,---,---,---,0
105/09/01,0,0,---,---,---,---,---,0
105/09/02,26000,8820,0.37,0.37,0.32,0.32,-0.15,2
105/09/05,0,0,---,---,---,---,---,0
105/09/06,0,0,---,---,---,---,---,0
105/09/07,0,0,---,---,---,---,---,0
105/09/08,55000,26450,0.49,0.49,0.48,0.48,+0.09,5
105/09/09,461000,225500,0.47,0.51,0.46,0.46,-0.02,6
105/09/10,969000,413420,0.41,0.44,0.41,0.44,-0.02,6
105/09/12,624000,267270,0.43,0.43,0.38,0.38,-0.06,4
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,1020000,408000,0.40,0.40,0.40,0.40,+0.06,9
105/09/20,1200000,436000,0.38,0.38,0.36,0.36,-0.04,7
105/09/21,200000,66000,0.33,0.33,0.33,0.33,-0.03,1
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,99000,33660,0.34,0.34,0.34,0.34,-0.01,1
105/09/30,124000,43400,0.35,0.35,0.35,0.35,+0.01,11
105/10/03,998000,329340,0.33,0.33,0.33,0.33,-0.02,9
105/10/04,998000,397210,0.40,0.40,0.39,0.39,+0.06,3
105/10/05,300000,108000,0.36,0.36,0.36,0.36,-0.03,2
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
