105/08/24,4000,162100,40.50,40.55,40.50,40.55,0.05,2
105/08/25,13000,527750,40.55,40.65,40.45,40.65,0.10,7
105/08/26,23000,932400,40.50,40.55,40.50,40.55,-0.10,7
105/08/29,104000,4222300,40.60,40.60,40.50,40.50,-0.05,4
105/08/30,83000,3349050,40.50,40.50,40.00,40.50,,32
105/08/31,7000,283550,40.50,40.55,40.45,40.45,-0.05,7
105/09/01,3000,121350,40.45,40.45,40.45,40.45,,3
105/09/02,4000,162100,40.55,40.55,40.45,40.55,0.10,4
105/09/05,8333,337236,40.50,40.50,40.45,40.45,-0.10,9
105/09/06,26000,1054900,41.20,41.20,40.50,40.50,0.05,10
105/09/07,2000,81000,40.50,40.50,40.50,40.50,,2
105/09/08,5000,203000,40.60,40.60,40.60,40.60,0.10,2
105/09/09,2300,93500,40.60,40.60,40.60,40.60,,4
105/09/10,1000,40600,40.60,40.60,40.60,40.60,,1
105/09/12,18000,731950,40.60,40.70,40.60,40.70,0.10,11
105/09/13,5000,203500,40.70,40.70,40.70,40.70,,2
105/09/14,7000,284700,40.70,40.70,40.60,40.70,,7
105/09/19,17000,692200,40.75,40.75,40.70,40.70,,9
105/09/20,1000,40700,40.70,40.70,40.70,40.70,,1
105/09/21,2000,81400,40.70,40.70,40.70,40.70,,1
105/09/22,10000,406000,40.60,40.60,40.60,40.60,-0.10,5
105/09/23,6000,244950,40.80,40.85,40.80,40.85,0.25,4
105/09/26,5000,204000,40.80,40.80,40.80,40.80,-0.05,2
105/09/29,11000,449000,40.80,40.85,40.80,40.80,,7
105/09/30,4007,163484,40.80,40.80,40.80,40.80,,5
105/10/03,12000,490000,40.80,40.90,40.80,40.90,0.10,6
105/10/04,5000,204050,40.80,40.85,40.80,40.85,-0.05,4
105/10/05,21000,860800,40.95,41.00,40.95,41.00,0.15,11
105/10/06,17000,697000,41.00,41.00,41.00,41.00,,3
105/10/07,11000,451000,41.00,41.00,41.00,41.00,,3
105/10/11,18000,740000,41.10,41.20,41.00,41.10,0.10,10
105/10/12,0,0,--,--,--,--,,0
105/10/13,7000,288400,41.20,41.20,41.20,41.20,X,3
105/10/14,17000,700300,41.20,41.20,41.10,41.20,,10
105/10/17,1000,41200,41.20,41.20,41.20,41.20,,1
105/10/18,7000,288400,41.20,41.20,41.20,41.20,,3
105/10/19,41000,1689200,41.20,41.20,41.20,41.20,,9
105/10/20,38000,1566900,41.30,41.30,41.20,41.20,,17
105/10/21,12000,494500,41.30,41.30,41.20,41.20,,8
105/10/24,16000,659200,41.20,41.20,41.20,41.20,,6
105/10/25,11000,453050,41.20,41.20,41.15,41.15,-0.05,9
105/10/26,19000,782800,41.20,41.20,41.20,41.20,0.05,5
105/10/27,2000,82400,41.20,41.20,41.20,41.20,,1
105/10/28,0,0,--,--,--,--,,0
105/10/31,1000,41500,41.50,41.50,41.50,41.50,X,1
105/11/01,2000,82450,41.25,41.25,41.20,41.20,-0.30,2
105/11/02,0,0,--,--,--,--,,0
105/11/03,6000,247650,41.30,41.30,41.25,41.25,X,5
105/11/04,5000,206400,41.30,41.30,41.25,41.25,,4
105/11/07,7000,289000,41.45,41.45,41.20,41.25,,5
105/11/08,22000,906750,41.20,41.25,41.20,41.25,,10
105/11/09,46000,1895300,41.35,41.45,41.10,41.20,-0.05,27
105/11/10,19000,785000,41.20,41.40,41.20,41.30,0.10,9
105/11/11,2000,82550,41.30,41.30,41.25,41.25,-0.05,2
105/11/14,2000,82550,41.25,41.30,41.25,41.30,0.05,2
105/11/15,7038,290427,41.30,41.30,41.25,41.25,-0.05,6
105/11/16,1001,41294,41.25,41.25,41.25,41.25,,2
105/11/17,2000,82500,41.25,41.25,41.25,41.25,,2
105/11/18,5000,206250,41.25,41.25,41.25,41.25,,5
105/11/21,9000,371250,41.25,41.25,41.25,41.25,,2
105/11/22,5000,206100,41.30,41.30,41.20,41.20,-0.05,2
105/11/23,6000,247750,41.30,41.30,41.25,41.25,0.05,6
105/11/24,12000,495550,41.25,41.30,41.25,41.30,0.05,6
105/11/25,19000,784200,41.30,41.30,41.20,41.30,,14
105/11/28,2000,82600,41.30,41.30,41.30,41.30,,2
105/11/29,20000,827000,41.40,41.40,41.30,41.30,,7
105/11/30,9000,371950,41.40,41.40,41.30,41.35,0.05,6
105/12/01,47000,1940600,41.35,41.40,41.20,41.30,-0.05,19
105/12/02,5000,206700,41.30,41.40,41.30,41.40,0.10,4
105/12/05,3000,124200,41.40,41.40,41.40,41.40,,2
105/12/06,3000,124500,41.50,41.50,41.50,41.50,0.10,2
105/12/07,2000,82800,41.40,41.40,41.40,41.40,-0.10,2
105/12/08,10000,415150,41.50,41.55,41.50,41.50,0.10,4
105/12/09,2000,83000,41.50,41.50,41.50,41.50,,2
105/12/12,1000,41500,41.50,41.50,41.50,41.50,,1
105/12/13,18000,748500,41.60,41.60,41.50,41.60,0.10,9
105/12/14,5000,207600,41.60,41.60,41.50,41.50,-0.10,4
105/12/15,6000,249300,41.50,41.60,41.50,41.60,0.10,5
105/12/16,2000,83200,41.60,41.60,41.60,41.60,,2
105/12/19,5000,207500,41.50,41.50,41.50,41.50,-0.10,4
105/12/20,11000,456500,41.50,41.50,41.50,41.50,,4
105/12/21,0,0,--,--,--,--,,0
105/12/22,1000,41600,41.60,41.60,41.60,41.60,X,1
105/12/23,4000,165850,41.50,41.50,41.45,41.45,-0.15,4
105/12/26,6000,249600,41.60,41.60,41.60,41.60,0.15,3
105/12/27,20000,834700,41.85,41.85,41.65,41.70,0.10,9
105/12/28,0,0,--,--,--,--,,0
