105/08/24,320000,219700,0.71,0.73,0.68,0.69,+0.01,8
105/08/25,0,0,---,---,---,---,---,0
105/08/26,20000,13000,0.65,0.65,0.65,0.65,-0.03,1
105/08/29,0,0,---,---,---,---,---,0
105/08/30,10000,5700,0.57,0.57,0.57,0.57,-0.03,1
105/08/31,10000,6000,0.60,0.60,0.60,0.60,+0.03,1
105/09/01,0,0,---,---,---,---,---,0
105/09/02,0,0,---,---,---,---,---,0
105/09/05,885000,590870,0.66,0.68,0.66,0.66,+0.06,13
105/09/06,875000,532050,0.63,0.64,0.59,0.60,-0.06,16
105/09/07,320000,194000,0.61,0.61,0.55,0.55,-0.05,6
105/09/08,70000,37000,0.53,0.53,0.52,0.52,-0.03,7
105/09/09,60000,28600,0.47,0.49,0.47,0.47,-0.05,6
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,110000,43900,0.40,0.40,0.39,0.39,-0.02,6
105/09/14,120000,44200,0.35,0.37,0.35,0.37,-0.02,7
