105/08/24,1293000,1355920,1.01,1.08,1.01,1.04,+0.06,41
105/08/25,82000,82120,0.96,1.01,0.96,1.00,-0.04,7
105/08/26,184000,185100,0.98,1.05,0.98,1.02,+0.02,9
105/08/29,338000,356550,1.04,1.08,1.03,1.07,+0.05,11
105/08/30,315000,317100,1.02,1.02,0.99,1.00,-0.07,5
105/08/31,147000,142270,0.96,0.99,0.96,0.98,-0.02,7
105/09/01,120000,114370,0.99,0.99,0.95,0.95,-0.03,4
105/09/02,60000,55000,0.94,0.94,0.86,0.88,-0.07,5
105/09/05,500000,468000,0.92,0.95,0.92,0.95,+0.07,5
105/09/06,513000,486350,0.95,0.95,0.94,0.95,0.00,4
105/09/07,15000,13630,0.91,0.92,0.90,0.92,-0.03,3
105/09/08,5000,4650,0.93,0.93,0.93,0.93,+0.01,1
105/09/09,0,0,---,---,---,---,---,0
105/09/10,25000,20250,0.81,0.81,0.81,0.81,-0.06,1
105/09/12,4000,3330,0.82,0.84,0.82,0.84,+0.03,3
105/09/13,0,0,---,---,---,---,---,0
105/09/14,33000,24470,0.74,0.75,0.74,0.75,-0.05,3
105/09/19,143000,114930,0.78,0.82,0.78,0.82,+0.07,7
105/09/20,102000,80600,0.80,0.80,0.79,0.79,-0.03,3
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,179000,130670,0.73,0.73,0.73,0.73,-0.03,2
105/10/03,100000,69000,0.69,0.69,0.69,0.69,-0.04,1
105/10/04,174000,115450,0.68,0.68,0.65,0.65,-0.04,4
105/10/05,97000,55550,0.57,0.60,0.57,0.60,-0.05,3
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,352000,170540,0.44,0.54,0.44,0.54,+0.05,6
105/10/13,342000,167580,0.49,0.49,0.49,0.49,-0.05,4
105/10/14,154000,70940,0.48,0.48,0.46,0.46,-0.03,3
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,169000,79480,0.47,0.48,0.45,0.45,0.00,4
105/10/21,25000,11700,0.46,0.47,0.46,0.47,+0.02,3
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,15000,6450,0.43,0.43,0.43,0.43,-0.03,1
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,10000,4300,0.43,0.43,0.43,0.43,0.00,1
105/11/02,93000,44210,0.45,0.49,0.45,0.47,+0.04,6
105/11/03,159000,72340,0.46,0.46,0.44,0.44,-0.03,4
105/11/04,92000,41360,0.42,0.48,0.42,0.47,+0.03,6
105/11/07,72000,34000,0.49,0.49,0.45,0.45,-0.02,4
105/11/08,192000,85630,0.47,0.47,0.43,0.43,-0.02,7
105/11/09,56000,20970,0.42,0.42,0.37,0.37,-0.06,3
105/11/10,40000,16000,0.40,0.40,0.40,0.40,+0.03,1
105/11/11,10000,3700,0.37,0.37,0.37,0.37,-0.03,1
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,14000,5000,0.35,0.36,0.35,0.36,0.00,2
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,25000,9650,0.38,0.39,0.38,0.39,+0.03,2
