105/08/24,199000,79600,0.40,0.40,0.40,0.40,+0.02,1
105/08/25,199000,73630,0.37,0.37,0.37,0.37,-0.03,1
105/08/26,0,0,---,---,---,---,---,0
105/08/29,0,0,---,---,---,---,---,0
105/08/30,20000,8200,0.41,0.41,0.41,0.41,+0.05,2
105/08/31,109000,42510,0.39,0.39,0.39,0.39,-0.02,2
105/09/01,136000,51680,0.38,0.38,0.38,0.38,-0.01,2
105/09/02,42000,14280,0.34,0.34,0.34,0.34,-0.04,2
105/09/05,0,0,---,---,---,---,---,0
105/09/06,244000,81420,0.33,0.35,0.33,0.35,+0.01,5
105/09/07,229000,77860,0.34,0.34,0.34,0.34,-0.01,2
105/09/08,30000,11100,0.37,0.37,0.37,0.37,+0.03,1
105/09/09,299000,115620,0.38,0.40,0.38,0.40,+0.03,3
105/09/10,199000,71640,0.36,0.36,0.36,0.36,-0.04,1
105/09/12,100000,37000,0.37,0.37,0.37,0.37,+0.01,1
105/09/13,200000,64000,0.32,0.32,0.32,0.32,-0.05,1
105/09/14,0,0,---,---,---,---,---,0
105/09/19,30000,9900,0.33,0.33,0.33,0.33,+0.01,1
105/09/20,0,0,---,---,---,---,---,0
105/09/21,20000,6400,0.32,0.32,0.32,0.32,-0.01,1
105/09/22,30000,9900,0.33,0.33,0.33,0.33,+0.01,1
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,60000,18000,0.30,0.30,0.30,0.30,-0.01,2
105/10/04,60000,18600,0.31,0.31,0.31,0.31,+0.01,2
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,20000,6000,0.30,0.30,0.30,0.30,+0.02,1
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
