105/10/06,0,0,---,---,---,---,---,0
105/10/07,100000,129000,1.29,1.29,1.29,1.29,-0.10,1
105/10/11,170000,178300,1.12,1.12,0.95,0.95,-0.34,11
105/10/12,40000,35300,0.89,0.89,0.86,0.86,-0.09,2
105/10/13,180000,161200,0.86,0.91,0.85,0.91,+0.05,4
105/10/14,210000,180900,0.88,0.92,0.81,0.82,-0.09,9
105/10/17,159000,119730,0.77,0.80,0.70,0.78,-0.04,7
105/10/18,409000,317830,0.74,0.79,0.74,0.78,0.00,8
105/10/19,282000,246140,0.85,0.94,0.85,0.94,+0.16,16
105/10/20,67000,60910,0.92,0.92,0.90,0.91,-0.03,5
105/10/21,254000,240090,0.91,0.97,0.90,0.97,+0.06,7
105/10/24,129000,125220,0.98,0.98,0.92,0.92,-0.05,4
105/10/25,0,0,---,---,---,---,---,0
105/10/26,828000,898270,0.97,1.18,0.97,1.10,+0.16,18
105/10/27,918000,1000220,1.12,1.12,1.03,1.09,-0.01,23
105/10/28,479000,455490,1.06,1.06,0.89,0.89,-0.20,12
105/10/31,110000,96850,0.89,0.89,0.88,0.88,-0.01,3
105/11/01,0,0,---,---,---,---,---,0
105/11/02,130000,86200,0.67,0.67,0.64,0.64,-0.18,2
105/11/03,5000,3350,0.67,0.67,0.67,0.67,+0.03,1
105/11/04,11000,7040,0.64,0.64,0.64,0.64,-0.03,1
