105/08/24,3000,41550,13.85,13.85,13.85,13.85,X,3
105/08/25,5000,69250,13.85,13.85,13.85,13.85,,3
105/08/26,1000,13800,13.80,13.80,13.80,13.80,-0.05,1
105/08/29,0,0,--,--,--,--,,0
105/08/30,21000,291650,13.90,13.90,13.85,13.90,X,4
105/08/31,13000,180650,13.90,13.90,13.85,13.85,-0.05,2
105/09/01,141000,1950770,13.83,13.90,13.80,13.90,0.05,18
105/09/02,5000,69250,13.85,13.85,13.85,13.85,-0.05,1
105/09/05,7000,96950,13.85,13.85,13.85,13.85,,2
105/09/06,26000,358860,13.81,13.81,13.80,13.80,-0.05,4
105/09/07,37000,510600,13.80,13.80,13.80,13.80,,6
105/09/08,1000,13810,13.81,13.81,13.81,13.81,0.01,1
105/09/09,28000,388700,13.90,13.90,13.86,13.88,0.07,8
105/09/10,53000,735740,13.84,13.90,13.83,13.90,0.02,16
105/09/12,29000,402750,13.90,13.90,13.85,13.90,,8
105/09/13,15000,208500,13.90,13.90,13.90,13.90,,3
105/09/14,86000,1191650,13.86,13.90,13.80,13.80,-0.10,9
105/09/19,37000,511420,13.75,13.97,13.75,13.97,0.17,20
105/09/20,41000,569120,13.96,13.96,13.85,13.85,-0.12,10
105/09/21,8000,110730,13.84,13.85,13.84,13.85,,4
105/09/22,10000,138500,13.85,13.85,13.85,13.85,,3
105/09/23,0,0,--,--,--,--,,0
105/09/26,10000,138000,13.80,13.80,13.80,13.80,X,4
105/09/29,0,0,--,--,--,--,,0
105/09/30,3000,41940,13.98,13.98,13.98,13.98,X,2
105/10/03,66000,910100,13.90,13.90,13.78,13.78,X,12
105/10/04,20000,275420,13.80,13.80,13.76,13.76,-0.02,8
105/10/05,11000,151360,13.76,13.76,13.76,13.76,,2
105/10/06,11000,151360,13.76,13.76,13.76,13.76,,6
105/10/07,23000,316880,13.76,13.78,13.76,13.78,0.02,2
105/10/11,22000,302630,13.75,13.88,13.75,13.88,0.10,3
105/10/12,70000,961030,13.83,13.83,13.70,13.70,-0.18,10
105/10/13,33000,454130,13.70,13.80,13.70,13.80,0.10,8
